uce_id;uci_id;grupo;n_participantes;sexo_predominante_responsaveis;sexo_predominante_pacientexs;escolaridade_predominante;regiao_predominante;tumor_predominante;tempo_tto_faixa;desnutricao_grupo;sne_grupo;sne_xp_grupo;n_tokens;n_active;classe_py;classe_r
grupo5__uce0044;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;55;14;1;1
grupo5__uce0045;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;41;5;1;1
grupo5__uce0046;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;49;10;1;1
grupo5__uce0047;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;41;6;1;1
grupo5__uce0048;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;45;11;1;1
grupo5__uce0049;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;69;13;1;1
grupo5__uce0050;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;41;8;1;1
grupo5__uce0051;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;45;11;2;2
grupo5__uce0052;grupo5;G5;6;feminino;feminino;medio;sudeste;solido;0-3 meses;2;0;2;31;7;2;2
grupo6__uce0000;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;47;4;2;2
grupo6__uce0001;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;45;6;2;2
grupo6__uce0002;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;43;5;2;2
grupo6__uce0003;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;40;15;2;2
grupo6__uce0004;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;60;24;2;2
grupo6__uce0005;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;58;20;2;2
grupo6__uce0006;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;57;20;2;2
grupo6__uce0007;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;45;20;2;2
grupo6__uce0008;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;71;22;2;2
grupo6__uce0009;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;63;20;2;2
grupo6__uce0010;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;69;24;2;2
grupo6__uce0011;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;52;13;1;1
grupo6__uce0012;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;59;11;2;2
grupo6__uce0013;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;57;16;1;1
grupo6__uce0014;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;49;16;1;1
grupo6__uce0015;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;42;10;1;1
grupo6__uce0016;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;63;18;1;1
grupo6__uce0017;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;52;14;1;1
grupo6__uce0018;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;46;16;1;1
grupo6__uce0019;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;60;13;1;1
grupo6__uce0020;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;47;13;1;1
grupo6__uce0021;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;42;10;1;1
grupo6__uce0022;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;55;17;1;1
grupo6__uce0023;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;58;16;1;1
grupo6__uce0024;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;44;7;1;1
grupo6__uce0025;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;63;23;1;1
grupo6__uce0026;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;42;10;1;1
grupo6__uce0027;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;47;13;1;1
grupo6__uce0028;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;58;16;1;1
grupo6__uce0029;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;42;12;1;1
grupo6__uce0030;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;50;11;1;1
grupo6__uce0031;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;52;16;1;1
grupo6__uce0032;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;55;15;2;2
grupo6__uce0033;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;45;8;1;1
grupo6__uce0034;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;65;20;1;1
grupo6__uce0035;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;45;6;1;1
grupo6__uce0036;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;85;26;1;1
grupo6__uce0037;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;53;7;1;1
grupo6__uce0038;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;43;9;1;1
grupo6__uce0039;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;53;19;1;1
grupo6__uce0040;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;55;15;1;1
grupo6__uce0041;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;45;13;1;1
grupo6__uce0042;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;42;8;2;2
grupo6__uce0043;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;52;16;2;2
grupo6__uce0044;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;48;13;2;2
grupo6__uce0045;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;49;8;2;2
grupo6__uce0046;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;60;11;2;2
grupo6__uce0047;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;44;13;2;2
grupo6__uce0048;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;48;12;2;2
grupo6__uce0049;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;51;14;2;2
grupo6__uce0050;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;55;17;1;1
grupo6__uce0051;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;40;15;2;2
grupo6__uce0052;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;51;17;1;1
grupo6__uce0053;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;70;13;2;2
grupo6__uce0054;grupo6;G6;6;feminino;masculino;medio;centro-oeste;solido;0-3 meses;1;1;1;20;6;2;2
grupo7__uce0000;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;43;2;2;2
grupo7__uce0001;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;50;6;2;2
grupo7__uce0002;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;41;9;2;2
grupo7__uce0003;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;50;16;2;2
grupo7__uce0004;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;51;12;2;2
grupo7__uce0005;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;44;11;2;2
grupo7__uce0006;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;42;7;2;2
grupo7__uce0007;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;42;12;2;2
grupo7__uce0008;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;57;14;1;1
grupo7__uce0009;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;58;11;1;1
grupo7__uce0010;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;52;17;2;2
grupo7__uce0011;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;61;15;1;3
grupo7__uce0012;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;54;15;2;2
grupo7__uce0013;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;49;11;2;2
grupo7__uce0014;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;52;5;2;2
grupo7__uce0015;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;40;7;2;2
grupo7__uce0016;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;58;15;2;2
grupo7__uce0017;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;48;15;1;1
grupo7__uce0018;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;49;18;1;1
grupo7__uce0019;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;45;9;1;1
grupo7__uce0020;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;52;11;1;1
grupo7__uce0021;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;41;9;1;1
grupo7__uce0022;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;44;10;2;2
grupo7__uce0023;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;47;13;2;2
grupo7__uce0024;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;40;9;1;1
grupo7__uce0025;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;41;10;1;1
grupo7__uce0026;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;45;12;1;1
grupo7__uce0027;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;40;9;1;1
grupo7__uce0028;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;58;13;1;3
grupo7__uce0029;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;49;11;1;1
grupo7__uce0030;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;45;11;1;3
grupo7__uce0031;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;44;12;1;3
grupo7__uce0032;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;41;5;2;2
grupo7__uce0033;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;57;15;1;1
grupo7__uce0034;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;47;10;1;3
grupo7__uce0035;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;46;8;3;3
grupo7__uce0036;grupo7;G7;4;feminino;masculino;superior;sudeste;solido;0-3 meses;0;0;0;34;11;1;1
grupo8__uce0001;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;46;13;2;2
grupo8__uce0002;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;60;15;2;2
grupo8__uce0003;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;61;17;1;1
grupo8__uce0004;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;44;14;2;2
grupo8__uce0005;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;51;22;2;2
grupo8__uce0006;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;40;2;1;1
grupo8__uce0007;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;63;22;2;2
grupo8__uce0008;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;53;22;2;2
grupo8__uce0009;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;43;9;2;2
grupo8__uce0010;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;48;13;2;2
grupo8__uce0011;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;50;16;2;2
grupo8__uce0012;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;57;20;2;2
grupo8__uce0013;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;42;13;2;2
grupo8__uce0014;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;45;15;1;1
grupo8__uce0015;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;50;13;1;1
grupo8__uce0016;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;51;13;2;2
grupo8__uce0017;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;48;14;2;2
grupo8__uce0018;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;44;10;1;1
grupo8__uce0019;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;46;15;2;2
grupo8__uce0020;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;48;13;1;1
grupo8__uce0021;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;41;8;1;1
grupo8__uce0022;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;74;19;1;1
grupo8__uce0023;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;42;13;1;1
grupo8__uce0024;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;45;15;1;1
grupo8__uce0025;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;41;10;1;1
grupo8__uce0026;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;51;16;1;1
grupo8__uce0027;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;40;10;1;1
grupo8__uce0028;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;65;16;1;1
grupo8__uce0029;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;46;12;1;1
grupo8__uce0030;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;43;13;1;3
grupo8__uce0031;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;45;10;1;1
grupo8__uce0032;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;54;14;1;1
grupo8__uce0033;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;43;8;1;1
grupo8__uce0034;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;48;9;1;1
grupo8__uce0035;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;55;9;1;1
grupo8__uce0036;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;46;12;1;3
grupo8__uce0037;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;55;4;1;1
grupo8__uce0038;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;55;19;2;2
grupo8__uce0039;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;58;9;3;3
grupo8__uce0040;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;43;7;1;3
grupo8__uce0041;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;74;21;2;2
grupo8__uce0042;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;46;10;1;1
grupo8__uce0043;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;47;11;1;3
grupo8__uce0044;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;59;10;1;1
grupo8__uce0045;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;43;10;1;3
grupo8__uce0046;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;41;4;2;2
grupo8__uce0047;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;44;12;2;2
grupo8__uce0048;grupo8;G8;4;feminino;feminino;medio;centro-oeste;solido;7-12 meses;1;1;2;19;5;2;2
